trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
2024-11-27 19:29:42,3540862542587229,fraud_Brown-Greenholt,entertainment,31.07,Nancy,Roach,F,376 Brown Courts,Yellowstone National Park,WY,82190,44.7957,-110.6137,369,Materials engineer,1941-11-16,5bbccbb6211cbf5ebbb6f3845b341e47,1732735782145,45.759262,-111.485743,0
2024-11-27 19:29:45,180047222886866,fraud_Skiles LLC,home,6.49,Christine,Shaffer,F,14017 Thomas Plaza,Loami,IL,62661,39.6704,-89.8588,1213,English as a foreign language teacher,1991-04-22,afe67e11a5d7c40ce8793624ca6e7ccb,1732735785735,40.232123,-90.78554,0
2024-11-27 19:29:49,4364010865167176,fraud_Schuppe-Schuppe,food_dining,29.12,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,1997-03-12,16a290d30ae7e9d9a80b1c6fd9e46f94,1732735789211,39.528134,-118.940171,0
2024-11-27 19:29:52,3593118134380341,fraud_Fisher-Schowalter,shopping_net,9.29,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,1959-05-10,468e1986a3223063a4c716ebeff94e46,1732735792707,43.579136,-67.234757,0
2024-11-27 19:29:56,30446018552504,fraud_Heaney-Marquardt,entertainment,15.65,Felicia,Thomas,F,47035 Murray Harbors,Achille,OK,74720,33.8396,-96.3648,608,Seismic interpreter,1993-05-27,a6e29ec554d87d6616d9d3f74457daee,1732735796141,33.568096,-95.477744,0
2024-11-27 19:29:59,4302480582202074,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,2.38,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,bd704d446f0bc2e7828ae2a2347561d5,1732735799571,43.917046,-85.864633,0
2024-11-27 19:30:03,503874407318,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,54.12,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,1975-12-28,213f8c9e9db405bff67b0c2216be81d8,1732735803006,29.96005,-99.009532,0
2024-11-27 19:30:06,4939976756738216,"fraud_Schultz, Simonis and Little",grocery_pos,167.21,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,1990-11-07,b781c05ed359779d13d64d872286e865,1732735806483,26.734566,-99.9401,0
2024-11-27 19:30:09,4450831335606294,"fraud_Swaniawski, Lowe and Robel",shopping_pos,9.14,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,1972-01-20,5606386bbe2e95a4de073753ce2bc3ae,1732735809929,35.19387,-94.849607,0
2024-11-27 19:30:13,6011329966782895,"fraud_Romaguera, Wehner and Tromp",kids_pets,46.0,Lauren,Butler,F,030 Seth Divide Suite 355,Tulsa,OK,74131,36.0557,-96.0602,413574,"Teacher, special educational needs",1971-09-01,b36e5ca3cf0e776a977360cc0e1e739c,1732735813377,36.578722,-95.463097,0
2024-11-27 19:30:16,4181833256558613886,"fraud_Effertz, Welch and Schowalter",entertainment,69.9,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,1105924b6418da07782a1e2e595bb812,1732735816803,35.942196,-105.250601,0
2024-11-27 19:30:20,3513618443244549,fraud_Dibbert-Green,entertainment,9.38,Amber,Perez,F,954 Reyes Ways,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,1955-06-26,06c494e409788349c49c2f2c0147c877,1732735820208,43.320564,-98.222523,0
2024-11-27 19:30:23,3547574373318979,fraud_Ruecker-Mayert,kids_pets,257.96,Jacob,Patel,M,54822 Hill Forks,Dieterich,IL,62424,39.0319,-88.4074,2092,"Psychologist, clinical",1962-04-30,6396df736f1859f09550b4295dab0216,1732735823600,39.191161,-88.865685,0
2024-11-27 19:30:27,6011504998544485,fraud_Zulauf LLC,personal_care,34.6,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1971-11-02,d1098b6b54b57d15d2124a4f26aebe5a,1732735827083,32.870839,-87.346652,0
2024-11-27 19:30:30,2296006538441789,"fraud_Feil, Hilpert and Koss",food_dining,41.08,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,1999-09-01,529dc2f9648299360ca3e872ce9a901b,1732735830492,40.993738,-74.0664,0
2024-11-27 19:30:34,6528911529051375,"fraud_Feil, Hilpert and Koss",food_dining,18.43,Diane,Smith,F,195 Murray Overpass Apt. 384,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,1965-04-27,521c9802a327665c326aaafa4dd9bf52,1732735834036,45.706156,-90.591031,0
2024-11-27 19:30:38,4873783502705038,fraud_Marks Inc,gas_transport,70.81,Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,1974-03-10,a16684d5543dc1e3458cd3cc63b5ae85,1732735838429,48.285254,-122.375565,0
2024-11-27 19:30:41,371034293500716,fraud_Shanahan-Lehner,personal_care,157.04,Jeremy,Jones,M,5758 Yates Center,Vinton,CA,96135,40.0235,-120.7986,128,Education administrator,1966-02-21,12ff8de3dabfbe25397008fc5ac6fef1,1732735841863,39.233158,-120.957584,0
2024-11-27 19:30:45,4809701904914,fraud_Carroll PLC,health_fitness,160.56,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,1984-02-07,d2f2672ad21ed1fb14973c30cc1b6bd4,1732735845387,32.621858,-84.937401,0
2024-11-27 19:30:49,3547574373318979,"fraud_Hills, Hegmann and Schaefer",health_fitness,57.89,Jacob,Patel,M,54822 Hill Forks,Dieterich,IL,62424,39.0319,-88.4074,2092,"Psychologist, clinical",1962-04-30,dcc7a8dbdee8b8d170aa8487d7dd8a34,1732735849093,38.167742,-88.004044,0
2024-11-27 19:30:52,4334230547694630,fraud_Schumm PLC,shopping_net,6.48,Scott,Martin,M,7483 Navarro Flats,Freedom,WY,83120,43.0172,-111.0292,471,"Education officer, museum",1967-08-02,d38ca15289cca051cd691ae83d1a5d0e,1732735852525,42.834122,-111.257748,0
2024-11-27 19:30:56,3598304579370089,fraud_Volkman-Predovic,shopping_net,2.05,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,e8c8ab111d781e6b97541e747280abfc,1732735856002,37.445157,-96.620367,0
2024-11-27 19:30:59,3598215285024754,fraud_Spinka-Welch,grocery_net,71.89,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",1970-10-21,8c2018cba9059a1c92b02b2bf84b9f07,1732735859392,40.990323,-72.947422,0
2024-11-27 19:31:02,4640395708703,fraud_Berge-Hills,kids_pets,56.52,Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,1951-06-13,327ca316b4bcf83797be860cb3e88474,1732735862818,30.238237,-91.383448,0
2024-11-27 19:31:08,4089096483689733451,"fraud_Ferry, Reichel and DuBuque",grocery_net,76.28,Debra,Stark,F,686 Linda Rest,Kilgore,TX,75662,32.3836,-94.8653,24536,Multimedia programmer,1983-10-14,6743f038c05ca9c78eb27695944f19f2,1732735868040,32.565515,-95.291449,0
2024-11-27 19:31:11,2706977570537524,fraud_Klein Group,entertainment,80.92,David,Serrano,M,4739 Martin Common,Zaleski,OH,45698,39.283,-82.3977,341,Accounting technician,1978-12-18,3687bb0ab471529b37d4b01d9dd5e322,1732735871430,38.44922,-83.019939,0
2024-11-27 19:31:14,4469777115158234880,"fraud_Moen, Reinger and Murphy",grocery_pos,31.16,Gregory,Graham,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,1980-11-22,db485e6c19021a3160d214e26da3f352,1732735874874,42.34892,-71.301591,0
2024-11-27 19:31:18,180018375329178,"fraud_Altenwerth, Cartwright and Koss",shopping_net,3.12,Michelle,Woods,F,952 Joseph Throughway,Munith,MI,49259,42.3703,-84.2485,2523,Geophysicist/field seismologist,1988-03-21,0d9d2c40919dd4f87a81149b9ac8c03d,1732735878325,41.553997,-84.479009,0
2024-11-27 19:31:21,6011917798331152,fraud_Cummerata-Hilpert,entertainment,138.48,William,Johnson,M,50843 Vincent Mission,South Londonderry,VT,5155,43.1699,-72.8515,828,Scientific laboratory technician,1957-08-30,cf38f500de117c2222b9586fcc7e453f,1732735881762,42.694642,-73.214058,0
2024-11-27 19:31:25,4836998673805450,"fraud_Reichert, Shanahan and Hayes",shopping_net,417.71,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,1979-04-12,95889eb2352a8d01545a618608554693,1732735885177,45.66138,-85.510057,0
2024-11-27 19:31:28,3533742182628021,fraud_Kub PLC,personal_care,8.54,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,1997-06-04,0195f6bf8a2c47e462007621a00e7c2b,1732735888604,32.530367,-79.560085,0
2024-11-27 19:31:32,6011603272871604,fraud_Gleason and Sons,kids_pets,29.01,Robert,Holland,M,431 Tracy Expressway,Milner,GA,30257,33.141,-84.1759,4138,Field seismologist,1969-05-16,439bdb8e9c8f79466e294b1a44ddc4ca,1732735892002,33.212891,-83.298516,0
2024-11-27 19:31:35,4906628655840914250,fraud_Smith-Stokes,misc_pos,59.94,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,1987-02-13,6c1e657367291b8762130709b31349f0,1732735895425,24.770298,-81.352425,0
2024-11-27 19:31:38,6011652924285713,fraud_Herman Inc,misc_pos,7.85,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,1988-10-26,e3ea72efbc64deb01e0c037249388119,1732735898879,39.091628,-92.087126,0
2024-11-27 19:31:42,4319584480204988982,fraud_Herman Inc,misc_pos,19.98,Kathleen,Nash,F,010 Salazar Walk,Cromona,KY,41810,37.1788,-82.695,502,Chief Financial Officer,1960-02-01,05151ccde83ad0f0e3b085bc5f164906,1732735902297,36.556332,-83.685137,0
2024-11-27 19:31:45,4792627764422477317,fraud_Dooley Inc,shopping_pos,1.03,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,1978-10-01,72da35224a0bbb6df2dd6488e3912035,1732735905710,39.045295,-94.396877,0
2024-11-27 19:31:49,4464457352619,fraud_Sporer Inc,gas_transport,46.11,Breanna,Rodriguez,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,1990-01-24,73379f9b72c442473dcb06cdff82794c,1732735909098,30.418278,-85.560292,0
2024-11-27 19:31:52,4173950183554608,fraud_Friesen Ltd,health_fitness,49.0,Stephen,Marshall,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1978-10-05,01422f1d916de374844760b12b09872a,1732735912521,40.910281,-74.427684,0
2024-11-27 19:31:55,584673555952,fraud_Kuphal-Predovic,misc_net,7.24,Jessica,Jordan,F,071 Wise Trace,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,1930-08-13,f3810e6d0cbf2c0281e64d0a3123fb45,1732735915930,48.38755,-102.134356,0
2024-11-27 19:31:59,4169759661243568,fraud_Gottlieb Group,kids_pets,8.37,Jamie,Carr,F,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,1972-02-15,830caf902301e2b80ed7def5334b6a20,1732735919330,41.186575,-76.383297,0
2024-11-27 19:41:57,2229378226512508,fraud_Ratke and Sons,health_fitness,74.29,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,1984-11-06,34d2ca87d22c061882e35880f52601b8,1732736517431,42.546039,-90.826069,0
2024-11-27 19:42:00,30270432095985,fraud_Emmerich-Rau,personal_care,7.7,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,0a4a6965f1018bec2b1da2a4dcd0cb52,1732736520852,40.496097,-90.977204,0
2024-11-27 19:42:04,2576709887791552,"fraud_Reinger, Weissnat and Strosin",food_dining,109.69,Joseph,Morgan,M,126 Underwood Drive,San Diego,CA,92128,33.0067,-117.069,1241364,Chartered public finance accountant,1959-08-05,3886b5bd25091bfa47b1df23626f70b7,1732736524258,32.430958,-117.941459,0
2024-11-27 19:42:07,4169759661243568,fraud_Bartoletti-Wunsch,gas_transport,56.21,Jamie,Carr,F,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,1972-02-15,a8a3c94e49d25886d29cf6e877205b09,1732736527858,40.155322,-76.001694,0
2024-11-27 19:42:11,30248898834493,fraud_Stark-Batz,entertainment,23.62,Michael,Rodriguez,M,172 Paula Inlet Apt. 650,Cross Plains,TX,76443,32.1482,-99.1872,1897,Chief Operating Officer,1953-04-19,883fba388a995fe178e469b9d21544f1,1732736531250,31.841927,-99.48918,0
2024-11-27 19:42:14,2235335206132667,"fraud_Kutch, Hermiston and Farrell",gas_transport,58.37,Maria,Rosales,F,6611 Parrish Garden Apt. 428,Waynesfield,OH,45896,40.6072,-83.9585,2089,Building control surveyor,1963-06-22,1baaa512e5624e47a240d69f6024c4f6,1732736534679,41.100987,-83.419313,0
2024-11-27 19:42:18,6554245334757802,fraud_Spencer PLC,entertainment,15.58,Monique,Robinson,F,07712 Marcus Divide Apt. 831,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,1969-12-22,b844d802f3d914ad4b0541c615226407,1732736538072,34.518773,-118.646137,0
2024-11-27 19:42:21,3596217206093829,"fraud_Little, Gutmann and Lynch",shopping_net,3.98,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1988-03-25,e6f4836a64bbbe481dad5e2b44188031,1732736541497,40.882429,-91.10461,0
2024-11-27 19:42:24,4788103653396,fraud_Johns Inc,entertainment,37.79,Kristin,Williams,F,36366 Smith Road,Miamisburg,OH,45342,39.6321,-84.2675,36784,"Investment banker, corporate",1941-07-31,5d5a71acfa12604559443f5f2c5ee198,1732736544890,39.310187,-84.809712,0
2024-11-27 19:42:28,3583635130604947,fraud_Balistreri-Nader,misc_pos,129.51,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1985-01-01,5e25a71c0f4f80469a4e047de08f2684,1732736548289,39.942595,-74.201727,0
2024-11-27 19:42:31,6011104316292105,fraud_Roberts-Beahan,misc_pos,6.17,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,1985-09-02,fbe6168ef89039748331c353bad86a2d,1732736551677,37.337209,-77.906347,0
2024-11-27 19:42:35,3541160328600277,fraud_Koss and Sons,gas_transport,59.89,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,2003-05-07,e137ea98fdf9a4c800e68b5553112a0e,1732736555052,39.406932,-90.321921,0
2024-11-27 19:42:38,4079773899158,fraud_Bartoletti-Wunsch,gas_transport,50.56,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1965-12-15,475b13b0c1a5a13f0b51cb842e82a2f5,1732736558436,45.375949,-116.6952,0
2024-11-27 19:42:41,4800395067176717,"fraud_Schumm, McLaughlin and Carter",food_dining,77.54,Daniel,Owens,M,88794 Mandy Lodge Apt. 874,Howells,NE,68641,41.6964,-96.9858,1063,Research scientist (maths),1928-04-02,7ce6dd812b2ead4926a83a5f707d32e8,1732736561860,41.94457,-96.755185,0
2024-11-27 19:42:45,6595970453799027,fraud_Pacocha-Weissnat,kids_pets,113.91,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,1969-09-11,56bf59a31bc4b86e45ca28190ed459c2,1732736565379,39.917804,-73.591628,0
2024-11-27 19:42:48,676281772837,fraud_Carroll PLC,health_fitness,13.47,Alicia,Bishop,F,222 Freeman Islands,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",1950-03-25,7bcfc21bd210d1e221a0fd5c84cbf530,1732736568845,30.732762,-83.628893,0
2024-11-27 19:42:52,2280870154157385,"fraud_Cormier, Stracke and Thiel",entertainment,198.53,Katherine,Cooper,F,3854 Lauren Springs Suite 648,Oakford,IL,62673,40.0994,-89.9601,530,Transport planner,1967-09-23,7942b2131d3a3f98abd5a29f9c01dbe2,1732736572276,39.307056,-90.853668,0
2024-11-27 19:42:55,4128027264554082,"fraud_Nienow, Barrows and Romaguera",personal_care,26.09,Kyle,Park,M,7507 Larry Passage Suite 859,Mount Perry,OH,43760,39.8788,-82.188,1831,Barrister's clerk,1953-10-18,1f55b400d6dc7ba08f3a47b6146dab3a,1732736575662,40.385377,-82.211554,0
2024-11-27 19:42:59,342351256941125,fraud_Bins-Howell,personal_care,4.29,Rebecca,Obrien,F,5619 Mendoza Inlet,Juliette,GA,31046,33.1194,-83.8235,3343,Theatre manager,1990-06-08,3a81977e9a39363c47e6ea91fc8ad784,1732736579066,33.370415,-84.011531,0
2024-11-27 19:43:02,377026671291680,fraud_Welch Inc,misc_net,6.15,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,1974-10-27,688a2cf50e40affd6e30657512506b89,1732736582453,37.759638,-90.894683,0
2024-11-27 19:43:05,342319985983023,fraud_Wisozk and Sons,misc_pos,44.15,Bryan,Pugh,M,6366 French Field,Margaretville,NY,12455,42.1852,-74.6178,1988,Environmental health practitioner,1978-05-23,db4791a55c32717ec350f5b519161cc7,1732736585859,42.621203,-74.246746,0
2024-11-27 19:43:09,4797297220948468262,"fraud_Lubowitz, Terry and Stracke",personal_care,21.24,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,1991-03-13,f5ecb5c618322fd994609c0acd4ffa50,1732736589335,39.879534,-86.160496,0
2024-11-27 19:43:12,213141712584544,"fraud_Kerluke, Considine and Macejkovic",misc_net,170.96,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,4ef857fb74d863ffb4213fbad2213e36,1732736592764,31.315438,-90.023221,0
2024-11-27 19:43:16,4306630852918,fraud_Altenwerth-Kilback,home,96.21,Maureen,Garza,F,169 Edward Inlet,Saint Louis,MO,63131,38.6171,-90.4504,927396,Occupational hygienist,1960-03-12,6846e05fb1f8db20f060fb8a9d1df3ce,1732736596230,39.133851,-90.754139,0
2024-11-27 19:43:19,4302480582202074,"fraud_Ferry, Reichel and DuBuque",grocery_net,26.08,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,ec18d830c85f8c366e44e87ee5f426e5,1732736599627,43.108185,-86.703175,0
2024-11-27 19:43:23,2720894374956739,fraud_Cartwright PLC,kids_pets,65.67,Audrey,Hickman,F,3325 Gregory Square,Mount Clemens,MI,48043,42.5978,-82.8823,16305,"Psychologist, sport and exercise",1927-05-25,2beb577f291080be4fa80a00e3aa7788,1732736603007,42.059684,-83.826342,0
2024-11-27 19:43:26,2264937662466770,fraud_Roob LLC,grocery_net,43.3,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1995-10-17,bd918e064d0450ebe5261cd50aae4cab,1732736606383,29.020083,-99.203658,0
2024-11-27 19:43:29,4980323467523543940,"fraud_Lakin, Ferry and Beatty",food_dining,236.12,Patrick,Massey,M,7812 Shane Shoals Apt. 607,North Haverhill,NH,3774,44.0978,-72.0191,1966,Structural engineer,1947-10-27,4f429f6e010a41b9f456ae9a2a6029c4,1732736609799,43.832649,-72.369159,0
2024-11-27 19:43:33,3589255887819806,fraud_Zboncak LLC,food_dining,41.74,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,b0dbf56f60bf63c7324b42ff929ce0c3,1732736613191,40.072255,-77.243937,0
2024-11-27 19:43:36,4810839835482794272,fraud_Morissette PLC,shopping_pos,6.57,Carolyn,Perez,F,433 Blake Roads Suite 967,Wheaton,MO,64874,36.7651,-94.0492,760,Production manager,1985-08-31,bbe11335087d2c040d7ad2e702d57da7,1732736616583,37.40888,-95.023139,0
2024-11-27 19:43:40,4294930380592,fraud_Rau-Robel,kids_pets,75.48,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,1940-08-23,d5cf6700491ec89e465bc17e68747a47,1732736620007,37.392633,-79.45768,0
2024-11-27 19:43:43,6011393492413821,"fraud_Swaniawski, Nitzsche and Welch",health_fitness,40.87,Natalie,Watson,F,386 James Roads Apt. 233,Los Angeles,CA,90014,34.0443,-118.2509,2383912,"Journalist, newspaper",1959-05-30,52cfe047dae988e26d765e53dd50402f,1732736623395,33.278683,-118.836671,0
2024-11-27 19:43:46,6595970453799027,fraud_Bednar PLC,kids_pets,69.09,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,1969-09-11,7e9217ed01e63354ed120a25cf82e521,1732736626802,40.81796,-74.031315,0
2024-11-27 19:43:50,4169388510116,fraud_Pacocha-Bauch,shopping_pos,7.2,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,1962-09-27,efcf5b064cb179e46ec491f8c9e920b8,1732736630195,43.072853,-76.335695,0
2024-11-27 19:43:53,3583635130604947,fraud_Kuhn LLC,shopping_pos,2.88,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1985-01-01,9a1d621f03bbd5f9e80d4ea131039b5b,1732736633597,40.883723,-74.367603,0
2024-11-27 19:43:56,3587960728692500,fraud_Champlin-Casper,home,7.06,Kathy,Hughes,F,02110 Lucas Freeway Suite 517,Battle Creek,IA,51006,42.3327,-95.6045,1075,"Teacher, early years/pre",1997-01-02,77b2f4bfdcaa52ec4fa7725c9c715dd1,1732736636986,41.873947,-96.506006,0
2024-11-27 19:44:00,373905417449658,fraud_Koepp-Witting,grocery_pos,158.26,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,21edf04d2a37215770208ac511b688b8,1732736640373,32.646099,-97.639543,0
2024-11-27 19:44:03,3517814635263522,fraud_Wilkinson PLC,kids_pets,100.89,William,Cannon,M,43809 Kenneth Circles Suite 152,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,1941-10-16,316580611d8b9352989b721b75dea3c5,1732736643746,38.058421,-80.461097,0
2024-11-27 19:44:07,3520550088202337,fraud_Quitzon-Goyette,home,53.65,Micheal,Walters,M,15315 Vaughn Park Suite 356,Hovland,MN,55606,47.8342,-90.0476,272,Freight forwarder,2001-07-05,5675070a05001c3933880e47dc9ee396,1732736647144,48.520151,-89.641245,0
2024-11-27 19:44:10,4147608975828480,fraud_Conroy-Cruickshank,gas_transport,63.11,Edward,Tapia,M,354 Gutierrez Gateway,Comfrey,MN,56019,44.1111,-94.9134,914,Health and safety adviser,1944-07-26,0a6003cc9fc37a63bf118fc450d083c1,1732736650550,44.960365,-94.042871,0
2024-11-27 19:44:13,676234256292,fraud_Beer-Jast,kids_pets,39.12,David,Vasquez,M,06539 Gregory Mountains Suite 029,Parker Dam,CA,92267,34.298,-114.156,126,Marketing executive,1992-10-07,181a116b7a6b9db04450973fe0ee7243,1732736653986,33.984512,-114.880744,0
2024-11-27 19:44:17,30551643947183,"fraud_Zemlak, Tillman and Cremin",personal_care,11.8,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1973-11-14,d80268386e530b5ab680127e6aa5c862,1732736657428,35.42131,-80.470482,0
2024-11-27 19:44:20,4855488158131690372,fraud_Breitenberg-Hermiston,kids_pets,52.51,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,1993-09-29,d1809633379aae17a083486fb1158bf2,1732736660839,43.625448,-71.984818,0
2024-11-27 19:44:24,6593250708747804,fraud_Schiller Ltd,personal_care,26.72,Melissa,Meza,F,244 Abbott Parkway,Loxahatchee,FL,33470,26.7383,-80.276,26551,Paramedic,1977-01-04,edcbfc9bfc66cd93ae69209f37e11fb0,1732736664283,27.568878,-79.609213,0
2024-11-27 19:44:27,4128730454058057622,"fraud_Heller, Gutmann and Zieme",grocery_pos,125.27,Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,75858,31.3833,-95.0619,43,"Engineer, production",1949-10-04,d6988ff72580c08a336d78ffac3b58a7,1732736667683,31.451937,-94.325854,0
2024-11-27 19:44:31,4220345354880,"fraud_Streich, Dietrich and Barton",shopping_net,34.04,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1960-01-20,4a356d1203bfea9e82b5829c8c822962,1732736671114,43.430206,-83.820955,0
2024-11-27 19:44:34,36078114201167,fraud_Schamberger-O'Keefe,grocery_pos,169.04,Christopher,Horn,M,956 Sanchez Highway,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,1926-06-26,fea3e406c395b54b3d5682c6c9fb07a2,1732736674509,38.072041,-83.612757,0
2024-11-27 19:44:37,213199865312311,fraud_Fisher-Schowalter,shopping_net,3.4,Christopher,Miller,M,493 Fitzgerald Fields Suite 454,Varnell,GA,30756,34.9298,-84.9885,74,Pensions consultant,1944-05-14,1c5715db984bc9c839deb6adca542dee,1732736677904,34.700831,-84.818308,0
2024-11-27 19:44:41,4379260813815979609,fraud_Torp-Labadie,gas_transport,64.21,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1974-01-03,85b9c22031218fbb758f9f38bc64fa77,1732736681333,37.848543,-122.850721,0
2024-11-27 19:44:44,4769426683924058915,"fraud_Reilly, Heaney and Cole",gas_transport,56.49,Andrea,Cruz,F,26572 Hodge Villages Suite 512,Mifflin,PA,17058,40.5553,-77.4001,1909,Mining engineer,1954-08-22,ac9336c37514b53c1653ba268afbf341,1732736684790,39.915557,-76.402329,0
2024-11-27 19:44:48,4189814094741,fraud_Bode-Rempel,kids_pets,20.4,Jason,Farmer,M,33165 Larry Walks Suite 960,Ragland,AL,35131,33.7367,-86.1619,4159,Educational psychologist,1998-02-03,a0916c5f2a61a3608a4b155d724d0f15,1732736688184,34.681307,-87.085014,0
2024-11-27 19:44:51,374930071163758,"fraud_Goldner, Kovacek and Abbott",grocery_pos,71.89,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1971-11-05,debaa17596bc0bd5988c37a5d15656e3,1732736691586,42.385039,-83.946942,0
